,train,valid,test
0,0.5263498918276552,0.509545763269052,0.4982273151892406
1,0.5608216399548612,0.5089547701334816,0.5165817753340458
2,0.6166350416497681,0.5511278799790366,0.5539974484470127
3,0.6411621901366935,0.5673153119624804,0.5728483496315767
4,0.659814796366205,0.5771553179293527,0.588351276319372
5,0.6782901715333798,0.589797823904404,0.6044492190722252
6,0.6930979876426755,0.5918100615419214,0.6219282968793911
7,0.703307830850611,0.598346700445988,0.6320568724046584
8,0.712692860875948,0.6059435057900548,0.6410110035351596
9,0.7241877028116536,0.6102400222547615,0.6394039139682588
10,0.7298832881262177,0.6162093919474851,0.6442680714461325
11,0.7396652129365924,0.615912021903433,0.6443040476487459
12,0.7469031962897441,0.6187745140023884,0.64600562356527
13,0.7537143109253485,0.6189514152709509,0.6486595784351268
14,0.7619853825571993,0.6172774201181697,0.6493839396146629
15,0.7672634043588852,0.6186687670654228,0.6498388730628681
16,0.7735401115890376,0.6212852239905273,0.6507724563484985
17,0.7798809681202747,0.6207410022461398,0.6473163337468498
18,0.7852668089013064,0.6265860258054546,0.6488605313572958
19,0.7888381411361652,0.6290603575711037,0.6517716870299624
20,0.7938185071477784,0.6261686354882848,0.6511509665971248
21,0.7992131805281267,0.6271844317673911,0.6538566862162729
22,0.8025837062437217,0.6292403791160456,0.6534349537846351
23,0.8066443745561924,0.6265343165093635,0.6531792264001895
24,0.8086863720679622,0.6302570212922305,0.6546923225933747
25,0.8132428676105493,0.6322430379206977,0.6552744013950785
26,0.8160286137131928,0.631950821244886,0.652866567029126
27,0.819619813753412,0.6364555129102124,0.6471687770633371
28,0.8231152785444862,0.6370338944059843,0.6459044706904405
29,0.826336121318305,0.6385797541622826,0.647975752655433
30,0.8273470052288507,0.643714132149527,0.6508854213067986
31,0.8317076575598501,0.6376261518390863,0.6513002825031655
32,0.8346672431184697,0.6351822075301651,0.649530186026832
33,0.8368981567332084,0.6365005294432505,0.6494939351902826
34,0.8379052104613371,0.6389967823984707,0.6497061502799115
35,0.8405902520119702,0.6363770015749067,0.6470814500516083
36,0.844418779972377,0.6353961544528226,0.6464764331541484
37,0.8460322295844749,0.6346615340380778,0.6481240399126141
38,0.8492964940088504,0.638532496465816,0.6436520318111923
39,0.852880079813306,0.6367413834193921,0.6395944608318616
40,0.8527564216476767,0.6347086410041944,0.6480444423268084
41,0.8550215987996018,0.6339743208783262,0.6427288791636963
42,0.8565523843488939,0.6358088214204828,0.6425588029150359
43,0.8575027261516163,0.6303059210897387,0.6426561295834404
44,0.8593444036786076,0.6373296566774272,0.6442584378369163
45,0.8633005147672401,0.63476299731422,0.6413036165854615
46,0.8642690236393632,0.6346086404868369,0.642441439357404
47,0.8661091792923133,0.6312424225535419,0.6411629408377733
48,0.8670695312998722,0.6303170569361439,0.640771152550323
49,0.8675697172269077,0.6269061122276284,0.6421218734601561
50,0.8702855298725389,0.6296516260933972,0.6420220049701811
51,0.8715931922183079,0.6340065223711567,0.6402755052412393
52,0.8728132241884327,0.6347019472403069,0.6389174445005602
53,0.8728058805890636,0.632376525535851,0.6403352587497111
54,0.8740360696471484,0.6345321864887936,0.6390746788754206
55,0.8763235729919585,0.6364854980112661,0.6390403168284899
56,0.8773100842921119,0.6379498965826798,0.6369536773033753
57,0.8794019008893043,0.6382540921449736,0.6392618228509794
58,0.8783971203091684,0.6406818688024294,0.6453282457659802
59,0.8798539873282732,0.6388834539969175,0.6424862226929093
60,0.8810790485253032,0.6363772506761374,0.6438601495240078
61,0.8828153811932722,0.6351914247731142,0.6479523689395938
62,0.8838694763218946,0.6376957534048606,0.6464820033102749
63,0.8839738604451635,0.6398599928887085,0.6464182841263301
64,0.8865153161683574,0.6377529387100642,0.642744302022141
65,0.8875074156184107,0.6374764415010893,0.641546931994061
66,0.8878039783064522,0.642386170470382,0.6400331083941083
67,0.8891432564650751,0.6351396768213978,0.6404396988833925
68,0.8891010490488381,0.6396636268931016,0.6456083271739623
69,0.8890101758255284,0.6354114587386037,0.6461620055515852
70,0.8908866537102078,0.6371709656537422,0.6478514845210795
71,0.8923366054400405,0.637617936796674,0.6421696903720941
72,0.89243741909321,0.6394836298403018,0.6481683909608841
73,0.8923098138419805,0.6362987254265853,0.6464241761934348
74,0.8929733401478691,0.6350567551224887,0.6412020695537557
75,0.8934257522422514,0.6361287361463461,0.6437529770677762
76,0.896158465832629,0.6377221867894014,0.6440159794632159
77,0.8973821227647137,0.6386392092025458,0.6474446548000443
78,0.8987023363157179,0.6397705405988993,0.645185769715266
79,0.8980291465655837,0.6424746056115281,0.6432726427816832
80,0.8995066059208782,0.6402683230824118,0.6432601681483794
81,0.900712211522992,0.6406647411283531,0.6391155713992086
82,0.9010853646534135,0.6423614764158757,0.6420083833907606
83,0.9019088611010034,0.6440315453424202,0.6416342677024794
84,0.9026571217024384,0.6454405912210464,0.6406013486523802
85,0.9036156755122342,0.6417274280426639,0.6417965768851266
86,0.9036758002322868,0.6393628811276976,0.644959821482478
87,0.9040747357256208,0.6441869006447903,0.6453552966403526
88,0.9054720443982491,0.6449528365507841,0.637702239374751
89,0.9060953656404561,0.6429221424988634,0.642379878108735
90,0.9061756406714319,0.6407801038783892,0.6412148368049964
91,0.9070258712749143,0.6366157227614919,0.6354568499966864
92,0.9087374739577593,0.6376823009484339,0.6389220657112906
93,0.9092534968182553,0.6336802146387214,0.6357915307773195
94,0.9092060722078321,0.6371187089327248,0.6328758120939193
95,0.9087351268263646,0.6364356651799055,0.6306497124010405
96,0.9094246364934385,0.6338045325526933,0.6317345286828229
97,0.9107737122757398,0.6379201173212211,0.6372410821310376
98,0.9115187827266181,0.6342749319790159,0.631780641531217
99,0.9118242628504669,0.6391053621813689,0.636284643736511
